arg-id,comment-id,argument
A384.0_0,384.0,時間の使い方が下手
A385.0_0,385.0,人間関係が面倒くさい
A386.0_0,386.0,感覚を言語化するのが大変
A387.0_0,387.0,出先で雨が降られてびちゃびちゃ
A388.0_0,388.0,目標設定がコロコロ変わる
A389.0_0,389.0,スケジュール決めるときに保留になると約束そのものを忘れる
A390.0_0,390.0,旅行先のいいところ調べるのが面倒
A391.0_0,391.0,発表レイアウト考えるの大変
A392.0_0,392.0,実験条件揃えるの考えるのが面倒
A393.0_0,393.0,電話先の特定が大変
A394.0_0,394.0,美味しい地酒の名前と成分すぐ忘れる
A395.0_0,395.0,好きな配信者の配信順がわからない。コラボ含む
A396.0_0,396.0,マニュアル作りが面倒
A397.0_0,397.0,近所のスーパーや薬局で商品の値段を自宅で簡単に比較できない
A398.0_0,398.0,テストや課題の計画を立てて、それに沿って効率よく勉強したいがその計画を立てる時間がない。また最も効率の良い計画を立てるのが難しい
A399.0_0,399.0,スーパーで買い物をするとき、一人暮らしで少量しか必要ないのにたくさん入っているものの方が安い時、近くに住んでいる友人や同じようなシチュエーションのクラスメイトと共有して購入したい
A400.0_0,400.0,近くの空いている病院を教えてほしい
A401.0_0,401.0,家に帰る時間にスーパーが閉まっていることが多々あるので、スーパーに限らず近所の知り合いに代理で購入してもらいたい
A402.0_0,402.0,飛行機などのセールが始まるのが会社によってバラバラで忘れてしまったり時間によっては購入できないことがある
A403.0_0,403.0,大学で一緒に休日を過ごす友達を作りたいけど作れない
A404.0_0,404.0,洗剤やシャンプーなどの消耗品を買い忘れる
A405.0_0,405.0,クレジットカードなどお金を使い過ぎてしまう
A406.0_0,406.0,家計簿をつけたいが、めんどうくさい
A407.0_0,407.0,旅行先で友達を作りたい
A408.0_0,408.0,短時間単発のバイトをしたいが内容が大変だったり遠かったりでなかなか条件に合う仕事がない
A409.0_0,409.0,お金を払ってでもちょっとした頼み事をしたいときに頼める人がだれか分からない
A410.0_0,410.0,どの種類の花粉がどれくらいいつ飛んでいるのかわからなく、薬を用意しておくのを忘れる
A411.0_0,411.0,IKEAの商品が組み立てにくい
A412.0_0,412.0,授業中に先生までの距離が遠くて発言や質問しづらいことがある
A413.0_0,413.0,授業で分からないところがあったときに授業中すぐには聞けない
A414.0_0,414.0,気温や天気によって着る服やコーディネートを考えるのが大変
A415.0_0,415.0,成績が学期末にならないとちゃんと分からない
A416.0_0,416.0,顔の形に合ったパックが欲しい
A417.0_0,417.0,母親の飲んでいる薬が多すぎるのか、それとも適量なのかがわからない
A418.0_0,418.0,子供にとってそれが虐待にあたるのかどうか判断できない
A419.0_0,419.0,忖度すべきかどうかの判断がつかない
A420.0_0,420.0,今、自分がここで反論しているのかどうかがわからない
A421.0_0,421.0,エクセルで作っているのに、GoogleフォームからのCSVをわざわざ転記しているのが効率的かどうかわからない
A422.0_0,422.0,コーヒーなど利尿作用のある飲み物が、水分摂取量にどれだけ含まれるのかがわからない
A423.0_0,423.0,飲んでいる飲み物に利尿作用があるのかどうかがわからない
A424.0_0,424.0,今日、どれくらいの細胞が古くなったのかがわからない
A425.0_0,425.0,今日、どれくらいの細胞が再生して若返ったのかがわからない
A426.0_0,426.0,自分の運動・食事・睡眠のバランスが良いのかどうかがわからない
A427.0_0,427.0,設定したKPIが正しいものなのかどうかがわからない
A428.0_0,428.0,今日の自分の体力に見合った労働時間が何時間なのかがわからない
A429.0_0,429.0,シミがどれだけ増えたのかがわからない
A430.0_0,430.0,今日何回笑ったのかがわからない
A431.0_0,431.0,相手が本当に笑っているのかどうかがわからない
A432.0_0,432.0,「今」は昭和何年に相当するのかがわからない
A433.0_0,433.0,自分の感情が今「嬉しい」のか「悲しい」のかがはっきりしないことがある
A434.0_0,434.0,自分の行動が「休息」なのか「逃避」なのかが判断つかない
A435.0_0,435.0,健康診断の数値が悪化したときに、どの生活習慣が原因なのか特定できない
A436.0_0,436.0,1日でどの行動が自分の幸福度を高めたのかがわからない
A437.0_0,437.0,税金の使われ方がわからない
A438.0_0,438.0,政治で何が行われているか実績などがわからない。誰が正しく仕事をしているかがわからない
A439.0_0,439.0,土地の価格を瞬時に把握する手段がない
A440.0_0,440.0,出席と勤怠管理が異なること
A441.0_0,441.0,職業を知ることができない
A442.0_0,442.0,起業や節税について誰も知らない
A443.0_0,443.0,学習内容が整理されず、復習の仕組みがない
A444.0_0,444.0,買い物時にレシピを思い出しながら買うのが手間で整理されていない
A445.0_0,445.0,スペルが似ている英単語の識別が難しい
A446.0_0,446.0,学生時代に学んだ内容が将来どう活きるか見えにくい
A447.0_0,447.0,教材動画が長く、集中が続かない。短い動画が求められている
A448.0_0,448.0,デジタルと自然を両立した子ども向け教育法が乏しい
A449.0_0,449.0,起業プロセスを気軽に体験できるツールがない
A450.0_0,450.0,子供が、デジタルツールを使いつつ、自然に触れる大切さを知る必要がある
A451.0_0,451.0,英単語の似ているものを覚えるのが大変
A452.0_0,452.0,資本主義において、結果＝お金に偏りすぎて努力が評価されづらい
A453.0_0,453.0,紙のメモは後でまとめるのが面倒
A454.0_0,454.0,アイデアを出しても整理されず埋もれてしまう
A455.0_0,455.0,学生や社会人がアイデアを評価・共有できる仕組みがない
A456.0_0,456.0,AIを使ったプロトタイピングが一般に普及していない
A457.0_0,457.0,SEOや履歴によって偏った情報ばかり出る検索サイトばかり
A458.0_0,458.0,地域や国ごとの偏見がネットで拡散されやすい
A459.0_0,459.0,設立など契約書の作成に専門知識が必要でハードルが高い
A460.0_0,460.0,自分のビジネスをわかりやすく伝える仕組みがない
A461.0_0,461.0,主婦の裁量や努力が可視化・評価されにくい
A462.0_0,462.0,多くのラーメン屋で電子決済ができない
A463.0_0,463.0,Spotifyでフォロー配信の放送並び替えができない
A464.0_0,464.0,公開予定表に空きがあると会議を入れられてしまう
A465.0_0,465.0,積読本や積みボードゲームが増えてしまう
A466.0_0,466.0,遊び終わったボードゲームの駒などを収納するのに手間取る
A467.0_0,467.0,アルゴリズム改変によりSNSで自分に不必要な情報を見てしまう
A468.0_0,468.0,外出予定時間と持ち歩く電子デバイスの充電タイミングが噛み合わない
A469.0_0,469.0,歩きスマホをしている人が危ない（安全に歩きスマホできると良い）
A470.0_0,470.0,天気によって服装の組み合わせを毎日選ぶのが大変
A471.0_0,471.0,毎回アンケートに答えるのが大変
A472.0_0,472.0,研究発表会の質疑応答が活発化しない
A473.0_0,473.0,競合他社の研究開発状況が見えにくい中、自社が優位性を取りにくい
A474.0_0,474.0,空いている時に電車に乗車しても、満員になると不快になる
A475.0_0,475.0,しっかりと運動する時間を確保できない（隙間時間調整や天候による制限）
A476.0_0,476.0,わかりにくいボードゲームのルールに従わなければいけない
A477.0_0,477.0,ルーティーン作業が形骸化してしまう
A478.0_0,478.0,「答えのないテーマ」を扱う話し合いの結論が、形骸化してしまう
A479.0_0,479.0,在宅ワークを訪問セールスによって中断されてしまう
A480.0_0,480.0,電車を乗り間違えに暫く気が付かず、遠くまで移動してしまう
A481.0_0,481.0,イベントの集合写真撮影に毎回時間がかかりすぎる
A482.0_0,482.0,養蜂活動の参加者に参加回数と貢献度がわかるツール
A483.0_0,483.0,養蜂活動のスキルアップを示すNFT配布
A484.0_0,484.0,マーキングした女王バチを、リアルタイム動画で探し出せるアプリ
A485.0_0,485.0,エクセルに取り込んだファイルを、指定先のファイル形式に変更するプログラム
A486.0_0,486.0,エクセルのセル内の文字列にキーワードを見つけると、自動的に仕訳をするプログラム
A487.0_0,487.0,移動した交通費を精算するプログラム
A488.0_0,488.0,銀行勘定帳から、取引先名から経理仕訳を自動化するプログラム
A489.0_0,489.0,スキャンしたファイルから、ファイル内のデータを取り込み、ファイル名を自動化するプログラム
A490.0_0,490.0,写真を撮影したら、テキストデータを読み取って、自動仕訳するアプリ
A491.0_0,491.0,Discord上に上がってくるテキストデータを要約するプログラム
A492.0_0,492.0,撮影したバッグなどの写真データから、メーカー名やモデルを類推して割り当てるアプリ
A493.0_0,493.0,生涯学習社会において、全国の社会福祉施設で学んだ履歴を残すアプリ
A494.0_0,494.0,年間通して病院に行った履歴と費用、交通費などをまとめられるアプリ
A495.0_0,495.0,購入した本を、ISBN番号で管理して履歴を残すアプリ
A496.0_0,496.0,企業名を撮影することで、法人番号やインボイス適格請求書番号を検索するアプリ
A497.0_0,497.0,PDFファイルをドラッグアンドドロップだけで要約するアプリ
A498.0_0,498.0,エクセルのセル内の文字列にキーワードを見つけると、自動的に仕訳をするプログラム（重複・統合済）
A499.0_0,499.0,物撮り撮影した写真の白抜きを自動化するプログラム
A500.0_0,500.0,イベント用あみだくじアプリ
A501.0_0,501.0,サイトから相場を抜き出して、エクセルに落とすプログラム
A502.0_0,502.0,カーシェアで、車を乗り捨てできない
A503.0_0,503.0,ご飯屋さんで、カバンを置く場所がない
A504.0_0,504.0,米を研ぐ行為が面倒
A505.0_0,505.0,洗濯物を畳むことが面倒
A506.0_0,506.0,髪の毛を乾かすのが面倒
A507.0_0,507.0,歯を磨くのが面倒
A508.0_0,508.0,最寄り駅から絶妙に遠い場所がある
A509.0_0,509.0,小雨でも傘をさすべきか迷う
A510.0_0,510.0,突然増えた残業がつらい
A511.0_0,511.0,ハザードランプの出しっぱなしでバッテリーが上がることがある
A512.0_0,512.0,寝転んだ状態から立ち上がるのが面倒
A513.0_0,513.0,ハンガーから服が転げ落ちる
A514.0_0,514.0,重要書類にハンコを押し忘れる
A515.0_0,515.0,ガムを吐き出す場所に困る
A516.0_0,516.0,興味のない話をおばさんからされた時の対応に困る
A517.0_0,517.0,居酒屋での酒注文がスムーズにいかないことがある
A518.0_0,518.0,他人のおならを嗅いでしまった時の不快感
A519.0_0,519.0,犬のうんちを踏んでしまった時のストレス
A520.0_0,520.0,大きな汗染みを作ってしまった時の恥ずかしさ
A521.0_0,521.0,大きな看板に頭をぶつけてしまった時の痛みと恥ずかしさ
A522.0_0,522.0,朝、服装を考えるとき、外が寒いか、家の中にいるとわからない
A523.0_0,523.0,会社を出る時、傘を忘れて取りに戻ることがある
A524.0_0,524.0,遠い会場までの経路を迷う
A525.0_0,525.0,届いたメールが迷惑メールか迷う
A526.0_0,526.0,イベントの申し込みタイミングを逃すか心配
A527.0_0,527.0,スマホのバッテリーが足りなくなり、コンビニで充電器を購入することになる
A528.0_0,528.0,家の近くの駅で雨に気付き、コンビニで傘を購入。いくつも貯まる
A529.0_0,529.0,日々、体重と体温を計測して記録。たまに忘れることがある
A530.0_0,530.0,桜の咲いている公園など、その日通るべきランニングコースはどれか迷う
A531.0_0,531.0,管理するパスワードの数が増え続ける
A532.0_0,532.0,粗大ゴミを出す指定日を忘れないか心配
A533.0_0,533.0,次に髪を切る日を決めるのに予定を毎回確認する必要がある
A534.0_0,534.0,電車の何両目に乗ると降りる時に便利かわからない
A535.0_0,535.0,家族からの連絡を見逃さないか心配（LINE、電話、メール）
A536.0_0,536.0,定期的な引き落としの前に残高が足りているか気になる
A537.0_0,537.0,ランニングの準備運動のルーティンが十分には覚えられていない
A538.0_0,538.0,毎朝のニュースチェック（日経電子版）に思ったより時間をかけてしまう
A539.0_0,539.0,ランニングで普段と違うルートだと、どこにトイレがあるかすぐにわからない
A540.0_0,540.0,ランニングが終わる時に、聞いている音声メディアのコンテンツがいいところなので、やむを得ず遠回りする
A541.0_0,541.0,練習を決める際に、水泳と自転車とランニングの適切な時間配分がわからない
A542.0_0,542.0,家がすぐ汚くなる
A543.0_0,543.0,掃除機をかけるのがめんどくさい
A544.0_0,544.0,皿洗いを溜めてしまう
A545.0_0,545.0,やりたいことがどんどん増えて何から手をつければいいか分からない
A546.0_0,546.0,朝早く起きなきゃいけないのに夜更かししてしまう（スマホ見ちゃう）
A547.0_0,547.0,いつもギリギリに家を出てしまう
A548.0_0,548.0,自分がどれくらい運動不足か知りたい
A549.0_0,549.0,メモのファイルを作りすぎて整理する時しか過去のものを見ない
A550.0_0,550.0,デザインのまとめ方がわからない（色・レイアウト・用途など分け方が複雑）
A551.0_0,551.0,Pinterestはサブボードまで、Notionは関連画像が出ずアップロードが面倒
A552.0_0,552.0,いらないスクショがどんどん溜まって消すのを忘れる
A553.0_0,553.0,爪を可愛くしたいけど塗るのが面倒、落とすのも面倒
A554.0_0,554.0,ネイルがひとつの指でも剥げたら気分が落ちる
A555.0_0,555.0,人の名前を忘れる
A556.0_0,556.0,電車の空いている号車・扉の位置を知りたい
A557.0_0,557.0,現金払いしたものの記録をつけ忘れる
A558.0_0,558.0,自分にとって必要な睡眠時間がわからない・すぐに寝られない
A559.0_0,559.0,興味ある分野の、頑張れる友達が欲しい
A560.0_0,560.0,毎日自分のやる気を上げてほしい
A561.0_0,561.0,先輩にどのくらい頼っていいのかわからない
A562.0_0,562.0,適切な水分量を取れるようになりたい
A563.0_0,563.0,姿勢が良くなりたい
A564.0_0,564.0,ずっと座っているので体力が下がっている気がする
A565.0_0,565.0,外出時の気温がわからず、帰りに寒い思いをすることがある
A566.0_0,566.0,SNSで特定の人にだけ見せる投稿を毎回選択できるようにしたい
A567.0_0,567.0,写真を撮ってもあまり使う機会がない
A568.0_0,568.0,動画編集をもっとすぐできるようになりたい
A569.0_0,569.0,インスタアカウントが多すぎて、どこに何を投稿すればいいかわからない
A570.0_0,570.0,ポートフォリオ作りに時間がかかる
A571.0_0,571.0,安くて美味しい一人分の料理を作りたい
A572.0_0,572.0,おばあちゃんと話してほっこりしたい
A573.0_0,573.0,就活の情報をシェアしたい
A574.0_0,574.0,喫煙所があるところを知りたい
A575.0_0,575.0,買ったコスメが何かを忘れてしまう
A576.0_0,576.0,以前どのようなネイルをしたか確認したい
A577.0_0,577.0,企業説明会などのスケジュールを一元管理できたら便利
A578.0_0,578.0,服のサイズを忘れてしまう
A579.0_0,579.0,どこで買ったかを忘れてしまう
A580.0_0,580.0,インターン情報を一目で見たい
A581.0_0,581.0,メールの要件をまとめてほしい
A582.0_0,582.0,お花見の時に桜の種類を知りたい
A583.0_0,583.0,X（旧Twitter）が不便
A584.0_0,584.0,義務教育の申込書がアナログでめんどくさい
A585.0_0,585.0,市役所に行かないと手続きできないのがめんどくさい
A586.0_0,586.0,会員登録時に個人情報を入れるのがめんどくさい
A587.0_0,587.0,レンタル充電器がスマホの充電が切れてると借りられないのが不便
A588.0_0,588.0,推しのイベントカレンダーが欲しい
A589.0_0,589.0,薬が無くなる前に教えてほしい
A590.0_0,590.0,電車の遅延情報をすぐ知りたい
A591.0_0,591.0,銀行のカードが1枚にまとまってほしい
A592.0_0,592.0,外出する時に雨の場合のみ通知してほしい
A593.0_0,593.0,動画配信コンテンツの新作動画の口コミを知りたい
A594.0_0,594.0,変換機能がダメダメ（誤変換が多いなど）
A595.0_0,595.0,授業中にスマホをいじってるとノートがとれない
A596.0_0,596.0,鞄の中で鍵やイヤホンがすぐ見つからない
A597.0_0,597.0,課題の量が多くて優先順位がつけづらい
A598.0_0,598.0,授業の空きコマに使える場所がすぐ見つからない
A599.0_0,599.0,自販機で買いたい飲み物が売り切れだった
A600.0_0,600.0,友達と集まる時、店選びが毎回めんどくさい
A601.0_0,601.0,使われてない教室が空いているかどうか分からない
A602.0_0,602.0,家を出るまであと何分かわからない
A603.0_0,603.0,レポートの提出期限をうっかり忘れる
A604.0_0,604.0,授業の内容が難しすぎて家で復習が必須
A605.0_0,605.0,ノートを家に忘れて復習できない
A606.0_0,606.0,研究室のスケジュールが急に変わるのに伝わらない
A607.0_0,607.0,お弁当の中身がいつも同じで飽きる
A608.0_0,608.0,授業で使う資料が急に変更される
A609.0_0,609.0,「いつ空いてる？」と言われた時にすぐ答えられない
A610.0_0,610.0,サークルや研究室の予定がバラバラで調整しづらい
A611.0_0,611.0,自分の体調が悪化してるのに気づかない
A612.0_0,612.0,電車の遅延情報がリアルタイムで分かりにくい
A613.0_0,613.0,学校のWi-Fiがすぐ切れる
A614.0_0,614.0,スマホの通知が多すぎて大事な情報を見落とす
A615.0_0,615.0,バスが満員で乗れないことがある
A616.0_0,616.0,傘を忘れた日に限って雨が降る
A617.0_0,617.0,講義の課題提出日を忘れがち
A618.0_0,618.0,バスや電車が満員かどうか事前に分からない
A619.0_0,619.0,大学のトイレが混んでいて急いでいるときに困る
A620.0_0,620.0,カフェの電源席が空いているか行ってみないと分からない
A621.0_0,621.0,実験室の装置が予約で埋まっているか現地で確認しないといけない
A622.0_0,622.0,通学時間帯の天気変化に対応できず濡れる
A623.0_0,623.0,勉強中にスマホをいじってしまう
A624.0_0,624.0,課題の提出有無を忘れる
A625.0_0,625.0,同じような名前の課題ファイルで混乱する
A626.0_0,626.0,勉強スペースが空いているかどうか分からない
A627.0_0,627.0,自転車置き場が満杯か行ってみないと分からない
A628.0_0,628.0,エレベーターが遅くて時間を無駄にする
A629.0_0,629.0,友人に借りたものを返し忘れる
A630.0_0,630.0,グループワークで誰がどこまでやったか見えづらい
A631.0_0,631.0,急な休講に気づかない
A632.0_0,632.0,食堂が混んでいるかどうかが分からない
A633.0_0,633.0,大学のWi-Fiが弱い場所がある
A634.0_0,634.0,プリンターの紙切れに気づかず印刷できない
A635.0_0,635.0,実験結果の記録を忘れてしまう
A636.0_0,636.0,電車の遅延がわかりたい
A637.0_0,637.0,定期込みでの電車の運賃を知りたい
A638.0_0,638.0,快速の電車の時間帯を知りたい
A639.0_0,639.0,駅の中にゴミ箱があるかどうか知りたい
A640.0_0,640.0,ロードが長い
A641.0_0,641.0,自転車置き場で、自転車同士の密度が高い
A642.0_0,642.0,院進の日程がわからなくて怖い
A643.0_0,643.0,他の研究と内容が被ってないかが怖い
A644.0_0,644.0,傘が必要なレベルの雨なのか知りたい
A645.0_0,645.0,駅の混雑状況を知りたい
A646.0_0,646.0,駅周辺でイベントをやってるかどうか知りたい
A647.0_0,647.0,課題が終わってるかどうかが不安
A648.0_0,648.0,キャパが限界を超えていないか不安
A649.0_0,649.0,忘れ物がないか不安
A650.0_0,650.0,図書館が閉館日であることを忘れてしまってきてしまった
A651.0_0,651.0,帰りに買い物をする予定だったのに忘れてしまった
A652.0_0,652.0,電子マネー決済の方法がわかりづらい
A653.0_0,653.0,ハンバーガーのサイズがいまいちどのぐらいなのかが分かりずらい
A654.0_0,654.0,アカウント側でロックされてるのに、授業で必要な機能がある
A655.0_0,655.0,久しぶりに会った友達の名前が思い出せない
A656.0_0,656.0,坂や信号、人の往来が少ないといった条件に基づく最適なジョギングコースがわからない
A657.0_0,657.0,ルーティンメールを送るのが面倒。あと伸ばしにして忘れてしまう
A658.0_0,658.0,カフェの電源席が空いてるか行ってみないと分からない
A659.0_0,659.0,アルコールを飲んだ人、飲まない人を区分して飲食代を計算したい
A660.0_0,660.0,見知らぬ土地でのジョギングは道がわからず、迷子になる
A661.0_0,661.0,クライアントリストがあるだけで、活用できていない
A662.0_0,662.0,フリーアドレスのオフィス。どの席が空いているかわからない。
A663.0_0,663.0,ポッドキャストでいい内容だなと思ってもそれがどれだったかわからなくなる
A664.0_0,664.0,様々なプラットフォームからいい情報を受けても忘れてしまう、情報源がわからなくなる
A665.0_0,665.0,ローカルやストレージ、仕事上のデータがカオス。どこになにがあるのやら
A666.0_0,666.0,服のコーディネイトの効率を上げたい。今年何を買い足せばいいのか無駄がないのかわからない
A667.0_0,667.0,インテリアコーディネイトが苦手。希望の雰囲気を具現化できない
A668.0_0,668.0,早起きなのだけど、外出時間までつい準備にだらだらしてしまう
A669.0_0,669.0,"wifi,電源カフェの空席情報を店舗横断で探したい"
A670.0_0,670.0,スーパー音痴のくせに音楽大好き。好きな曲に自分の声をのせてうまく歌いたい
A671.0_0,671.0,長距離ラン、中盤以降はきついし退屈。音楽以外で気を紛らわせたい
A672.0_0,672.0,行こうと思ってた映画と美術館、気づいたら終わってる
A673.0_0,673.0,リモートと出社のハイブリッド。出社してる社員の顔ぶれを見て出社日をきめられたら。
A674.0_0,674.0,家庭でも会社でも溜まる一方のビニール傘。急な雨で困っている方に差し上げたい。サステナブルなループをつくれたら。
A675.0_0,675.0,レストランのメニューの料理名、聞かないとわからないものがあり面倒な時がある
A676.0_0,676.0,GoogleMAPの徒歩経路、最短距離じゃなくて、歩いて楽しい、消費カロリーが高いなど好みのルートを候補にあげてくれたなら。
A677.0_0,677.0,家の鍵を閉めたか不安になる
A678.0_0,678.0,長期間家を空けるときに必要な確認
A679.0_0,679.0,悩み事の相談
A680.0_0,680.0,落ち込んだ時の解決法
A681.0_0,681.0,終わったタスクが消えるやることリスト
A682.0_0,682.0,日常に刺激が欲しい
A683.0_0,683.0,PayPayの決済音を消す
A684.0_0,684.0,消耗品の在庫管理
A685.0_0,685.0,直近で新しく始めたもののメモ
A686.0_0,686.0,最近使ってないアプリの通知
A687.0_0,687.0,同じ画像を保存し内容にしたい
A688.0_0,688.0,新規アカウント作成を楽にしたい
A689.0_0,689.0,文字数カウント
A690.0_0,690.0,迷惑電話チェッカー
A691.0_0,691.0,夜ご飯提案
A692.0_0,692.0,日頃の行いをポイント化して記録
A693.0_0,693.0,課題が提出できているか不安
A694.0_0,694.0,必要単位数と足りない単位を計算
A695.0_0,695.0,料理の再現
A696.0_0,696.0,賞味期限切れを防ぎたい
A697.0_0,697.0,薬を一日何回、何錠どのタイミングで飲むかややこしい
A698.0_0,698.0,学食の混雑状況がわからない
A699.0_0,699.0,ゴミの日忘れてしまう
A700.0_0,700.0,ネット注文の品が思ってたのと違う
A701.0_0,701.0,自習室の混雑状況がわからない
A702.0_0,702.0,使えるコンセントのある場所がわからない
A703.0_0,703.0,広い駅の乗り換えで迷う
A704.0_0,704.0,広い駅の出口がたくさんあって迷う
A705.0_0,705.0,日用品の残量確認を忘れてなくなってしまう
A706.0_0,706.0,車で狭い道を通りたくない
A707.0_0,707.0,部屋の電気を消し忘れる
A708.0_0,708.0,毎日献立を考えるのが大変
A709.0_0,709.0,講義の課題の締め切りがそれぞれあってこんがらがる
A710.0_0,710.0,講義資料が沢山あってまとめられない
A711.0_0,711.0,それぞれの曜日で最初の講義の時間がバラバラで確認が大変
A712.0_0,712.0,スマホだけ持って出かけようとすると免許証を忘れて不携帯状態になってしまう
A713.0_0,713.0,エアコンのリモコンがなくなる
A714.0_0,714.0,学内の個室トイレの空き状況がわからない
A715.0_0,715.0,冷蔵庫の奥でいつのまにか期限切れになっている
A716.0_0,716.0,ワイヤレスイヤホンが行方不明になる
A717.0_0,717.0,家の中でスマホをどこに置いたか忘れる
A718.0_0,718.0,読んだ本、内容を忘れる
A719.0_0,719.0,家の鍵をかけたか分からなくなる
A720.0_0,720.0,床屋に行くタイミングがズレる
A721.0_0,721.0,雨が降る予報があったのに傘を忘れる
A722.0_0,722.0,買い物リスト忘れる
A723.0_0,723.0,駐車場で駐車位置を忘れる
A724.0_0,724.0,食べ物の写真でカロリーを表示
A725.0_0,725.0,PTAや地域イベント、ボランティアで働き手が少ない
A726.0_0,726.0,コンタクト2週間の交換時期を忘れる
A727.0_0,727.0,出先で雨が止んだとき傘を忘れる
A728.0_0,728.0,飲む薬が分からなくなる
A729.0_0,729.0,飲み会のスケジュール調整
A730.0_0,730.0,友人と行った旅行の現地で各々支払った金額の割り勘が面倒
A731.0_0,731.0,旅行が計画通り行かなかった時のスケジュール調整が難しい
A732.0_0,732.0,出張経費の領収書管理
A733.0_0,733.0,晩ご飯、洗い物当番を忘れる
A734.0_0,734.0,体重増加の要因と飲食・行動の関連性が分からない
A735.0_0,735.0,パートナーとの記念日を忘れる
A736.0_0,736.0,電車の乗り換えが複数回ある時、どこで乗り換えるか分からなくなる
A737.0_0,737.0,買い物へ行った際、駐車した場所が分からなくなる
A738.0_0,738.0,英語論文を読むのが難しい．
A739.0_0,739.0,研究室の冷暖房が自動で消えてしまい，気がついたら室温が上昇している．
A740.0_0,740.0,喫煙可能な場所がわからない．
A741.0_0,741.0,コインパーキングの空き状況がわからない．
A742.0_0,742.0,野球場の飲食店の混雑状況がわからない．
A743.0_0,743.0,100円ショップで，商品名はわかるが，ジャンルが不明な商品のジャンル検索．
A744.0_0,744.0,スーパーで買い物する際に，効率なルートがわからない．
A745.0_0,745.0,課題を提出したかわからない．不安になる．
A746.0_0,746.0,写真に余計なものが入り込んでいる．消したい．
A747.0_0,747.0,図書館の本がどこにあるか探すのに時間がかかる．
A748.0_0,748.0,キャンパス内の自販機に何が入っているか遠くからわからない．
A749.0_0,749.0,奨学金や助成金の申請情報がわかりにくい．
A750.0_0,750.0,学内での落とし物の問い合わせシステムが効率的でない．
A751.0_0,751.0,学食の混雑状況がリアルタイムでわからない．
A752.0_0,752.0,オンライン授業と対面授業が混在する日のキャンパス移動が大変．
A753.0_0,753.0,キャンパス内の静かに勉強できる場所を見つけるのが難しい．
A754.0_0,754.0,教授のオフィスアワーが自分の空き時間と合わない．
A755.0_0,755.0,講義の録音・録画が許可されず、後から復習するのが難しい．
A756.0_0,756.0,教室の温度調節ができず、寒すぎたり暑すぎたりする．
A757.0_0,757.0,サイトの登録の際に，パスワードを考えるのがめんどくさい．
A758.0_0,758.0,毎日最新のAI情報を取得するのが大変。そしてたまに全く関係ない記事を見てしまう。
A759.0_0,759.0,得た情報を読むのが大変。最近は本を読むことすら遅くなった。
A760.0_0,760.0,得た情報を理解するのが大変。私のおつむでの処理に限界。
A761.0_0,761.0,新規の事業アイデアを考えるのが途中で無のループに入る。結局なんだっけ？ってスタートに戻る。
A762.0_0,762.0,日本だけでなく海外のYouTubeが英語がわからなくて見れない。まずは英語を勉強したい
A763.0_0,763.0,見積もりを作るのが大変。ほんと泣きそう
A764.0_0,764.0,犬の散歩ルートに困る。同じ道ばかり気が付けば歩いている。
A765.0_0,765.0,庭の野菜の飼育記録やどうしたらいいのか分からず枯らす
A766.0_0,766.0,ゴミの分別が難しい。いつも怒られる
A767.0_0,767.0,人の名前と顔が覚えられない。致命的です。
A768.0_0,768.0,自治体情報誌から自分に関連する項目を呼び出したい。大切なことも書いてたりするので。
A769.0_0,769.0,メモを書いてどこに書いたか忘れる。メモの意味をなしていない。
A770.0_0,770.0,健康診断の結果がわからない。結局これはなんなの？って脅かされたり平気な顔してヤバかったり？
A771.0_0,771.0,議会の発言をニュースではなくファクトで事実からまとめてみたい。情報の波にのまれ内容に
A772.0_0,772.0,DBの情報をLINEから引っ張り出したい。情報を簡単に引っ張り出せたら早くて便利だよなぁ
A773.0_0,773.0,会議の録画や録音を見返したり聞き返すのが大変。録音してもiPhoneの容量を食わせて終わってることが多いの。
A774.0_0,774.0,マイクラで次何するか悩む。建築が下手でセンスなし
A775.0_0,775.0,使ってないスマホアプリを整理したい。ついついたくさんダウロードして試してしまう。
A776.0_0,776.0,現場やプロジェクト管理が人によって違うのをまとめたい。ほんまDiscordに統一してほしい。たまにめっちゃニッチなアプリ指定された時には。。。
A777.0_0,777.0,電話でしか予約できない店に電話するのがめんどくさい？
A778.0_0,778.0,未提出の課題の確認
A779.0_0,779.0,空いている駐輪場の確認
A780.0_0,780.0,乗る電車の確認
A781.0_0,781.0,イヤホンを無くしてしまう
A782.0_0,782.0,同じ授業を履修している知り合いの確認
A783.0_0,783.0,プリンターが使いにくい
A784.0_0,784.0,スマホの容量がすぐにいっぱいになる
A785.0_0,785.0,バス停の場所がわかりずらい
A786.0_0,786.0,椅子が硬くて疲れる
A787.0_0,787.0,保存先を忘れる
A788.0_0,788.0,ファイル名を考えるのが面倒
A789.0_0,789.0,パスワードを忘れる
A790.0_0,790.0,スパムメールが多い
A791.0_0,791.0,就活情報が整理できない
A792.0_0,792.0,スマホの写真が多くて整理できない
A793.0_0,793.0,キーボードやマウスが汚れるのが気になる
A794.0_0,794.0,印刷した資料のミスを直しにくい
A795.0_0,795.0,SNSで時間が溶ける
A796.0_0,796.0,掃除をさぼって部屋が汚くなる
A797.0_0,797.0,電車内だとWi-Fiがつながりにくい
